group,condition,trials,transitive_support_mean,transitive_support_std,reverse_support_mean,reverse_support_std,unrelated_support_mean,unrelated_support_std,core_margin_mean,core_margin_std,bridge_usage_mean,bridge_usage_std,embedding_transitive_mean,embedding_transitive_std,embedding_reverse_mean,embedding_reverse_std,embedding_margin_mean,embedding_margin_std,transitive_nodes_mean,transitive_nodes_std,transitive_edges_mean,transitive_edges_std
固定射影,前提1のみ,6,0.36369698932702454,0.12824199550854362,0.2981665126837252,0.08396344779763588,0.18785674289214502,0.11942322826557342,0.06553047664329938,0.11402985365712613,0.3578960092603271,0.19692573862202792,0.7095366118353033,0.05092267433949116,0.6751571147307533,0.04942742161799873,0.03437949710454976,0.01773542504803739,35.666666666666664,3.72677996249965,28.833333333333332,5.112620550059322
固定射影,同語彙対照,6,0.41680749109188087,0.09498773776585524,0.4216244614504762,0.13514820040670847,0.20314859918828168,0.10143349213387862,-0.004816970358595398,0.1482443177621034,0.45996850831132935,0.09293379566940681,0.7213858354528283,0.045619199880351166,0.732471580353874,0.04949260339009588,-0.011085744901045672,0.010534888876965184,38.833333333333336,4.412734098291242,31.833333333333332,5.4594464513864
固定射影,推移連鎖,6,0.39110480030239797,0.12314774840082617,0.3211838538174307,0.112954662399013,0.22537594541257447,0.11516321990263091,0.06992094648496726,0.12882917551148088,0.41597101281009324,0.1885862917961815,0.7095336837157427,0.050945253115365303,0.6751544400133357,0.04944682084187965,0.034379243702407004,0.017724910067772992,38.666666666666664,3.39934634239519,31.5,3.3541019662496847
固定射影,未学習,6,0.23590130005823684,0.08332493924301422,0.2090822689491224,0.07828954484244434,0.11136921631726199,0.06266517990350765,0.026819031109114464,0.04711290282603592,0.17151211361737675,0.1269006947915726,0.7095506719568164,0.05093421176075972,0.675191901280033,0.049441085324884164,0.03435877067678337,0.01772188780470505,28.666666666666668,0.9428090415820634,20.333333333333332,0.7453559924999298
異なる射影,前提1のみ,6,0.25903444183061536,0.05690521716171056,0.2415084456554317,0.046815297979192434,0.16583258691683114,0.09246166762454285,0.01752599617518368,0.06945623348459495,0.21100675835102975,0.16127557825226438,0.7095150337456985,0.05094530046679462,0.6751434176981004,0.04946978130597095,0.03437161604759805,0.017734421106099053,34.833333333333336,4.412734098291242,27.0,3.5118845842842465
異なる射影,同語彙対照,6,0.2858133124371847,0.04443147448552848,0.3423198514690882,0.06046330140555263,0.17091199237618201,0.07739246429783443,-0.05650653903190356,0.04514722374986957,0.2762331214537097,0.1016161839014673,0.7213914971915694,0.04559913019848432,0.7324853235271305,0.04947317706979829,-0.011093826335561144,0.010546982707624266,39.166666666666664,4.487637339278753,32.166666666666664,3.3870669054835956
異なる射影,推移連鎖,6,0.2847433607102447,0.06891458371448396,0.2872444098511608,0.06873884288454647,0.18849625979816786,0.10238674496608878,-0.002501049140916159,0.0661559140300923,0.24618316624895573,0.15967668477700808,0.7095394677043773,0.05090975401611297,0.6751478091418148,0.04939531108630016,0.03439165856256219,0.01773587662716141,39.0,4.725815626252608,31.833333333333332,4.336537277085895
異なる射影,未学習,6,0.18768550304778328,0.0544815528332695,0.1688496523545833,0.020819701717471644,0.1065128054512432,0.0764991633092247,0.018835850693199967,0.06535299598651567,0.13645287461076935,0.10550192231903323,0.7095356265828155,0.050952457979631764,0.6751467907740225,0.049454640021234134,0.03438883580879304,0.0177389629848163,29.0,1.2909944487358056,20.0,1.2909944487358056
