order,transition,trials,route_retention_mean,route_retention_std,new_edges_mean,new_edges_std,removed_edges_mean,removed_edges_std
晴れ→雨→曖昧,1:晴れ追加後→2:雨追加後,24,0.9571986425,0.05429247480018641,5.458333333333333,3.796699955955903,1.125,1.393810723639811
晴れ→雨→曖昧,2:雨追加後→3:曖昧追加後,24,0.9603090245833333,0.03196305485850499,3.625,2.513505188642612,1.2916666666666667,0.9344858955002417
晴れ→雨→曖昧,初期→1:晴れ追加後,24,0.9172619162500001,0.06559612777651613,7.041666666666667,3.529390488770295,2.125,1.6661457519276837
曖昧→晴れ→雨,1:曖昧追加後→2:晴れ追加後,24,0.9605700016666666,0.03760834605716259,4.916666666666667,3.1874319164842126,1.2083333333333333,1.1539485353438526
曖昧→晴れ→雨,2:晴れ追加後→3:雨追加後,24,0.9491144925,0.031391823088167695,3.7083333333333335,2.8792239502260943,1.6666666666666667,0.9428090415820634
曖昧→晴れ→雨,初期→1:曖昧追加後,24,0.9165771312500001,0.056727850533482546,8.208333333333334,3.904902545376631,2.125,1.423390904378227
雨→晴れ→曖昧,1:雨追加後→2:晴れ追加後,24,0.9642982866666667,0.04949151802810817,4.666666666666667,2.8819360776317637,1.125,1.423390904378227
雨→晴れ→曖昧,2:晴れ追加後→3:曖昧追加後,24,0.9594153245833333,0.04305554698459081,3.4583333333333335,2.7382958001079594,1.4166666666666667,1.6811867501526678
雨→晴れ→曖昧,初期→1:雨追加後,24,0.9260858695833333,0.06102496044421561,8.208333333333334,4.663503392181557,1.875,1.4807796369930717
