group,trial,projection_seed,condition,probe_label,probe_text,cut_edge_count,route_retention,sunny_affinity,rainy_affinity,affinity_margin,node_count,edge_count
異なる射影,3,20263831,ランダム同数,曖昧天気,今日は天気が変わりやすい,11,0.87793103,0.08912759,0.14799735,-0.05886977,36,27
異なる射影,3,20263831,ランダム同数,無関係,会計ソフトが請求書を処理する,11,0.95372051,0.03475007,0.05183635,-0.01708627,28,18
異なる射影,4,20264840,無処置,晴れ未経験,よく晴れた穏やかな日だ,0,1.0,0.40288757,0.29686014,0.10602743,38,32
異なる射影,4,20264840,無処置,雨未経験,雨雲が広がって寒く感じる,0,1.0,0.25555931,0.33288245,-0.07732313,41,34
異なる射影,4,20264840,無処置,曖昧天気,今日は天気が変わりやすい,0,1.0,0.09622837,0.2003775,-0.10414913,41,33
異なる射影,4,20264840,無処置,無関係,会計ソフトが請求書を処理する,0,1.0,0.04768572,0.0,0.04768572,27,17
異なる射影,4,20264840,天気幹線切断,晴れ未経験,よく晴れた穏やかな日だ,6,0.81175987,0.28911453,0.19308624,0.09602829,34,27
異なる射影,4,20264840,天気幹線切断,雨未経験,雨雲が広がって寒く感じる,6,0.81495696,0.1484352,0.22283761,-0.07440241,36,29
異なる射影,4,20264840,天気幹線切断,曖昧天気,今日は天気が変わりやすい,6,0.91529933,0.05544553,0.16102496,-0.10557943,38,30
異なる射影,4,20264840,天気幹線切断,無関係,会計ソフトが請求書を処理する,6,1.0,0.04768572,0.0,0.04768572,27,17
異なる射影,4,20264840,晴れ枝切断,晴れ未経験,よく晴れた穏やかな日だ,5,0.94095395,0.38535384,0.30702038,0.07833346,36,30
異なる射影,4,20264840,晴れ枝切断,雨未経験,雨雲が広がって寒く感じる,5,1.0,0.25555931,0.33288245,-0.07732313,41,34
異なる射影,4,20264840,晴れ枝切断,曖昧天気,今日は天気が変わりやすい,5,1.0,0.09622837,0.2003775,-0.10414913,41,33
異なる射影,4,20264840,晴れ枝切断,無関係,会計ソフトが請求書を処理する,5,0.89760349,0.02679659,0.0,0.02679659,25,15
異なる射影,4,20264840,雨枝切断,晴れ未経験,よく晴れた穏やかな日だ,10,1.0,0.40288757,0.29686014,0.10602743,38,32
異なる射影,4,20264840,雨枝切断,雨未経験,雨雲が広がって寒く感じる,10,1.0,0.25555931,0.33288245,-0.07732313,41,34
異なる射影,4,20264840,雨枝切断,曖昧天気,今日は天気が変わりやすい,10,0.79974132,0.10438594,0.14366862,-0.03928268,36,27
異なる射影,4,20264840,雨枝切断,無関係,会計ソフトが請求書を処理する,10,1.0,0.04768572,0.0,0.04768572,27,17
異なる射影,4,20264840,部分共有切断,晴れ未経験,よく晴れた穏やかな日だ,40,0.54416118,0.1719101,0.14318276,0.02872734,30,21
異なる射影,4,20264840,部分共有切断,雨未経験,雨雲が広がって寒く感じる,40,0.48959828,0.10174063,0.13431006,-0.03256943,33,25
異なる射影,4,20264840,部分共有切断,曖昧天気,今日は天気が変わりやすい,40,0.72620103,0.02411022,0.12267648,-0.09856625,34,26
異なる射影,4,20264840,部分共有切断,無関係,会計ソフトが請求書を処理する,40,1.0,0.04768572,0.0,0.04768572,27,17
異なる射影,4,20264840,ランダム同数,晴れ未経験,よく晴れた穏やかな日だ,10,0.94095395,0.36091038,0.28662231,0.07428807,37,31
異なる射影,4,20264840,ランダム同数,雨未経験,雨雲が広がって寒く感じる,10,1.0,0.25555931,0.33288245,-0.07732313,41,34
異なる射影,4,20264840,ランダム同数,曖昧天気,今日は天気が変わりやすい,10,0.8759054,0.09553151,0.16904908,-0.07351757,38,29
異なる射影,4,20264840,ランダム同数,無関係,会計ソフトが請求書を処理する,10,0.94880174,0.03723497,0.0,0.03723497,26,16
異なる射影,5,20265849,無処置,晴れ未経験,よく晴れた穏やかな日だ,0,1.0,0.33750337,0.21439986,0.12310351,39,31
異なる射影,5,20265849,無処置,雨未経験,雨雲が広がって寒く感じる,0,1.0,0.27001673,0.31571068,-0.04569395,45,36
異なる射影,5,20265849,無処置,曖昧天気,今日は天気が変わりやすい,0,1.0,0.39093447,0.31016475,0.08076973,47,42
異なる射影,5,20265849,無処置,無関係,会計ソフトが請求書を処理する,0,1.0,0.11861141,0.06282642,0.05578498,33,26
異なる射影,5,20265849,天気幹線切断,晴れ未経験,よく晴れた穏やかな日だ,9,0.76943755,0.23577692,0.10700053,0.12877639,33,25
異なる射影,5,20265849,天気幹線切断,雨未経験,雨雲が広がって寒く感じる,9,0.69777778,0.11200259,0.12432238,-0.01231978,35,26
異なる射影,5,20265849,天気幹線切断,曖昧天気,今日は天気が変わりやすい,9,0.74726444,0.22810992,0.13650829,0.09160163,40,34
異なる射影,5,20265849,天気幹線切断,無関係,会計ソフトが請求書を処理する,9,0.96439394,0.1037049,0.04791348,0.05579142,32,25
異なる射影,5,20265849,晴れ枝切断,晴れ未経験,よく晴れた穏やかな日だ,10,1.0,0.33750337,0.21439986,0.12310351,39,31
異なる射影,5,20265849,晴れ枝切断,雨未経験,雨雲が広がって寒く感じる,10,0.9225,0.23691371,0.33010919,-0.09319548,42,33
異なる射影,5,20265849,晴れ枝切断,曖昧天気,今日は天気が変わりやすい,10,0.98452381,0.38044878,0.31354879,0.06689999,47,41
異なる射影,5,20265849,晴れ枝切断,無関係,会計ソフトが請求書を処理する,10,0.87878788,0.08616121,0.06628188,0.01987932,31,22
異なる射影,5,20265849,雨枝切断,晴れ未経験,よく晴れた穏やかな日だ,1,1.0,0.33750337,0.21439986,0.12310351,39,31
異なる射影,5,20265849,雨枝切断,雨未経験,雨雲が広がって寒く感じる,1,1.0,0.27001673,0.31571068,-0.04569395,45,36
異なる射影,5,20265849,雨枝切断,曖昧天気,今日は天気が変わりやすい,1,1.0,0.39093447,0.31016475,0.08076973,47,42
異なる射影,5,20265849,雨枝切断,無関係,会計ソフトが請求書を処理する,1,1.0,0.11861141,0.06282642,0.05578498,33,26
異なる射影,5,20265849,部分共有切断,晴れ未経験,よく晴れた穏やかな日だ,51,0.51790736,0.13626106,0.10503354,0.03122752,27,19
異なる射影,5,20265849,部分共有切断,雨未経験,雨雲が広がって寒く感じる,51,0.70555556,0.17788399,0.22141378,-0.04352979,37,27
異なる射影,5,20265849,部分共有切断,曖昧天気,今日は天気が変わりやすい,51,0.55643364,0.18443949,0.19956057,-0.01512108,34,27
異なる射影,5,20265849,部分共有切断,無関係,会計ソフトが請求書を処理する,51,0.72575758,0.06173738,0.02743423,0.03430315,27,19
異なる射影,5,20265849,ランダム同数,晴れ未経験,よく晴れた穏やかな日だ,10,0.9401158,0.31200769,0.20223462,0.10977307,38,30
異なる射影,5,20265849,ランダム同数,雨未経験,雨雲が広がって寒く感じる,10,0.9225,0.24397218,0.31410071,-0.07012853,42,33
異なる射影,5,20265849,ランダム同数,曖昧天気,今日は天気が変わりやすい,10,0.94612462,0.37109234,0.3137377,0.05735463,46,39
異なる射影,5,20265849,ランダム同数,無関係,会計ソフトが請求書を処理する,10,0.86818182,0.08560761,0.05274556,0.03286205,31,23
